overall,wage_eur,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
80,0,2,48,58,59,55,82,78,49,51,81,73,37,49,36,40,67,63,46,49,55,76,36,74,64,67,83,59,81,82,54,49,79,78,82,83,79
80,37000,3,40,52,67,63,81,74,58,47,80,74,44,57,51,55,76,74,38,41,52,76,64,64,65,62,81,53,74,79,41,62,57,78,82,82,80
80,37000,2,63,58,69,67,81,77,65,55,81,74,44,62,59,51,77,73,62,63,63,76,72,65,81,73,78,61,77,83,58,63,68,80,77,84,82
80,36000,2,70,85,72,77,30,67,66,82,68,74,85,76,76,78,71,81,73,67,71,81,75,87,69,66,76,89,44,26,84,73,84,78,35,21,15
80,75000,3,69,52,70,77,77,74,60,38,59,79,37,73,57,41,75,80,69,69,79,77,87,74,76,85,68,67,77,80,50,73,49,83,78,79,81
80,51000,2,69,64,65,68,84,73,67,55,70,71,51,66,45,48,67,69,70,68,70,78,67,79,65,69,74,74,75,85,55,60,57,76,86,86,85
80,86000,3,76,62,73,77,79,76,81,57,62,76,64,79,64,57,66,76,76,76,69,82,76,68,75,75,72,67,87,81,68,73,57,75,76,83,84
80,65000,2,64,71,79,78,76,73,77,67,62,81,70,78,78,77,78,80,67,62,71,80,79,76,70,77,68,74,81,82,73,80,71,82,79,76,71
80,30000,2,53,80,77,79,72,80,78,79,90,75-6,55,78,72,68,79,85,47,57,66,86,64,85,76,74,82,83,84,69,85,83,76,83,69,74,63
80,125000,3,75,81,68,78,23,63,62,83,70,72,73,79,62,68,62,80,72,78,74,78,64,82,70,56,66,79,60,22,81,74,75,81,11,24,12
80,12000,2,61,82,79,78,40,66,78,80,70,78,74,77,80,79,76,81,62,60,72,80,73,85,68,80,63,84,53,36,84,82,79,83,35,40,30
80,23000,2,72,73,80,82,56,71,78,62,60,82,73,84,78,78,76,86,70,74,68,76,68,84,68,72,77,83,55,49,75,82,76,80,68,52,40
80,13000,2,76,81,74,85,56,76,69,81,54,78,77,86,80-1,55-4,74,84,77,76,87,82,81+2,83,31,89+1,73+1,80,79-1,55,83,77,80+1,82,61-1,62,24
80,20000,2,70,70,77,79,71,74,70,69,59,81,57,78,65,61,80,81,69,71,75,80,79,74,59,75,73,73,80,77,78,81,62,81,68,76,64
80,30000,2,51,74,82,74,66,73,80,69,47,81,61,72,83,84,82,79,64,41,70,78,73,87,59,77,70,76,78,70,77,84,69,73,63,73,65
80,99000,2,69,60,71,74,80,70,76,54+5,72+2,77,56,73,74,52,61,77,72,67,70,82,73,74,74,74,65,61,77+1,81,64,66,61,76,79+1,83,81
80,33000,1,74,81,63,80,34,65,56,83,76,78,78,80,49,50,49,81,74,74,79,80,76,81,76,66,64,80,62,26,79,62,69,67,42,23,20
80,27000,2,78,69,76,76,76,73,81,56,69,77,69,74,82,80,76,80,76,79,76,78,76,87,63,85,68,84,75,80,70,66,61,70,68,81,82
80,35000,3,85,77,68,80,32,69,68,80,69,75,75,81,81,63,53,80,84,85,83,78,69,76,78,67,72,73,63,29,79,66,74,74,35,23,19
80,97000,2,76,65,73,77,80,73,82,61,69,78,64,78,42,53,70,78,77,75,73,80,74,75,71,77,69,66,78,80,75,70,55,81,78,84,82
80,84000,3,73,80,77,82,35,67,72,80,74,81,79,83,85,72,64,85,72,73,79,77,68,81,70,68,72,80,50,30,81,82,80,80,31,32,30
80,120000,2,73,70,76,80,77,74,74,64,60,82,59,77,72,53,76,82,75,72,87,81,86,82,67,87,65,75,84,80,72,73,65,76,77,81,79
80,41000,1,65,79,69,76,48,78,68,80,87,74,74,78,66,57,65,79,67,64,65,81,62,79,83,81,76,75,77,36,82,69,80,77,45,49,42
80,85000,3,70,47,63,67,83,74,55,40,76,69,36,65,53,45,67,67,69,71,73,76,68,57,83,68,76,53,76,84,50,64,57,76,84,84,80
80,1000,3,77,74,78,78,70,70,75,74,67,79,72,78,74,75,76,81,81,73,71,80,72,79,73,77,66,73,69,71,76,81,65,78,69,71,70
80,31000,2,74,77,81,80,41,62,82,77,45,81,73,81,83,82,76,80,75,73,78,74,78,78,61,68,61,76,58,32,75,85,90,79,55,35,30
80,50000,3,69,44,65,71,80,72,60,33,77,75,64,68,37,28,72,74,68,69,68,74,78,58,83,63,74,46,76,80,54,63,50,77,79,82,77
80,33000,2,75,71,84,83,41,63,88,69,52,82,62,85,83,82,81,84,80,71,81,76,74,77,65,68,58,75,68,43,74,84,58,79,57,23,27
80,62000,1,63,38,61,65,80,79,63,30,79,66,29,63,45,31,64,67,62,63,63,76,70,60,93,69,82,39,82,80,38,60,36,74,80,81,80
80,59000,3,77,74,79,84,41,56,78,75,53,82,69,84,80,75,74,85,79,76,85,78,85,70,36,74,53,75,48,26,80,78,77,78,54,36,32
80,34000,1,68,80,62,76,38,75,53,81,80,77,81,78,42,46,49,80,65,71,65,77,54,82,74,71,79,78,71,37,79,65,70,63,35,34,21
80,69000,2,74,76,78,84,57,71,79,75,67,78,69,86,78,78,76,83,76,72,87,79,78,78,77,84,63,79,75,66,72,80,80,72,50,54,55
80,44000,2,70,82,77,81,49,72,75,80,58,80,73,81,78,75,75,83,70,70,75,81,73,88,76,66,76,87,70,51,82,74,65,79,36,59,49
80,92000,3,73,80,78,83,42,71,80,77,69,78,74,86,83,75,74,83,69-1,76+1,73,82,67,83,61,60,76,83,76,54,79,78,85,74,37,35,30
80,34000,2,63,77,70,76,43,79,70,81,81,79,82,76,55,47,61,80,60,65,70,82,67,77,81,80,83,70,66,42,84,72,63,67,31,46,31
80,1000,2,72,68,76,72,80,81,68,57,69,78,53,69,75,77,84,77,69,74,72,76-1,73,87,74,82,80+5,87,82,82,53,75,50,78,78-4,83,81
80,35000,2,78,76,78,80,71,75,86,72,65,78,68,81,80,61,70,82,77,78,76,80,74,78,76,85,70,81,74,76,77,78,83-2,76,70,72,68
80,55000,3,76,40,59,60,82,78,65,41,79,66,36,53,44,35,60,66,70,80,64,75,63,54,79,76,77,22,83,81,43,50,51,75,85,79,83
80,24000,3,68,69,81,83,39,63,83,70,63,81,73,83,83,76,77,84,69-1,68,82,77,80,69,64,69,62,65,56,31,73,85,71,82,46,34,26
80,24000,3,72,78,76,80,45,67,77,79,56,76,65,80,82,80,67,80,74,70,82,84,81,74,66,70,63,81,73,50,81,79,74,82,49,39,27
80,30000,2,92,73,75,81,38,58,78,74,47,77,75,82,81,64,70,81,93,91,82,72,79,78,72,73,54,71,48,26,74,72,56,66,55,30,26
80,53000,2,54,63,77,74,77,73,69,54,66,82,66,72,64,58,82,80,55,54,68,78,64,72,58,79,71,74,76,80,62,78,68,72,79,78,76
80,120000,3,69,60,69,66,79,78,74,50,79,72,48,64,67,57,73,67,68,69,68,75,63,80,82,68,77,63,92,78,57,57,64,73,78,81,79
80,71000,3,91,75,72,85,34,68,75,72,48,78,72,87,70,58,56,82,90,91,86,81,78,85,75,72,68,77,59,38,76,76,57,77,31,30,33
80,22000,1,72,79,73,82,39,70,60,83,68,78,77,81,74,78,69,83,73,72,88,78,72,79,74,74,68,76,68,38,78,81,65,74,30,41,34
80,30000,1,82,71,75,86,47,57,77+3,70,41,76,68,88-2,85,65,70,82,88,77,94,76,93,72,63,76,51,77,49,44,75,74,51,76,65,39,31
80,29000,1,57,49,61,58,81,77,57,40,79,76,39,56,36,38,68,67,51,62,50,68,33,67,73,64,81,56,82,81,48,47,48,69,80,83,78
80,1000,1,67,61,72,69,78,80,63,53,69,81,56,64,60,45,77,78,71,64,60,78,73,75,71,82,76-2,70,88,82,54-9,69,52,81,79,79,77
80,19000,1,51,54,59,58,80,84,56,50,86,68,49,56,37,43,62,60,52,51,59,77,52,67,85,80,85,54,88,81,46,53,51,75,78,82,76
80,19000,2,88,80,61,64,42,88,59,80,81,68,75,62,58,37,52,65,87,88,67,76,60,86,74,91,88,74,88,26,84,65,71,71,51,34,28
80,34000,1,68,62,74,76,78,77,75,58,59,78,58,75,48,73,75,77,69,68,78,78,77,72,67,89,71,64,81,79,54,73,61,68,80,81,77
80,34000,1,79,54,76,78,75,74,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81
79,52000,2,53,79,80,77,68,70,76,73,57,80,78,76,84,74,80,81,52,53,67,75,76,88,65,73,69-2,88,70,71,74,83,76,81,66,72,69
79,26000,3,91,69,71,85,36,58,69,69,46,77,70,87,69,58,56,82,93,90,87,79,90,79,84,74,52,58,45,32,73,77,61,67,38,30,41
79,31000,1,77,64,76,80,38,59,69,69,65,82,66,81,65,53,73,81,77,77,78,77,71,62,69,67,61,57,40,32,75,83,49,79,28,42,38
79,56000,2,64,70,80,74,70,74,72,61,53,84,72,73,79,79,85,80,64,64,65,77,70,83,68,78,70,81,81,75,58,80,62,82,70,74,69
79,110000,1,54,48,73,70,76,71,56,39,61,84,44,68,45,51,81,77,53,54,54,74,66,58,66,75,72,56,65,80,65,76,53,68,76,79,72
79,18000,2,88,72,70,85,35,63,66,76,50,78,72,86,65,52,52,83,88,88,91,72,84,72,58,73,63,65,52,37,73,78,69,78,32,32,32
79,120000,2,77,72,80,83,59,59,77,72,44,82,68,83,82,70,78,84,77,77,82,82,76,75,58,72,57,73,47,62,76,81,63,70,69,59,42
79,1000,1,76,64,75,80,78,71,69,65,70,81,55,82,65,65,79,82,74,78,70,79,65,65,63,90,63,67,70,75,64,72,57,77,81,79,76
79,48000,2,71,68,76,82,63,69,67,60,42,83-1,59,82,68,53,78,83,78,66,87,75,78,83-1,76+6,89+4,58,78,68,64,66,79,55,60,71,64,55
79,54000,1,83,77,60,78,37,81,56,82,79,62,68,78,71,33,50,79,82,83,79,75,70,79,81,75,86,68,74,31,79,72,59,77,46,22,25
79,13000,1,87,75,72,81,43,73,76,75,45,73,69,81,77,74,62,80,88,86,86,79,82,80,70,87,65,74,74,52,79,73,68,81,45,41,27
79,1000,1,83,71,76,80,47,56,76,75,45,80,68,80,68,67,69,81,82,83,77,78,73,65,50,74,47,69,57,39,75,80,61,79,66,36,37
79,48000,1,82,72,76,80,39,67,75,72,64,82,74,80,73,64,75,78,87,78,84,72,82,76,81,88,62,70,49,36,71,73,64,72,40,31,44
79,27000,1,78,75,70,81,34,65,67,81,77,74,67,82,73,64,63,83,77,79,78-2,74,75,75,75,69,76,65,32,21,82,73,69,76,50,20,15
79,91000,2,72,48,71,69,78,76,64,36,76,79,34,66,64,66,73,75,66,77,63,75,63,68,75,73,76,57,78,79,41,64,55,75,77,80,77
79,61000,1,82,72,76,84,67,68,69,72,38,80,70,86,75,79,73,82,80,83,82,79,78,76,63,85,54,75,81,70,73,78,52,80,67,75,66
79,43000,2,71,55,66,70,79,85,60,42,75,76,43,69,36,45,69,73,69-2,72,64,76,68,78,81,85,84,64,86,82,62,67,48,71,77,82,76
79,135000,2,70,78,62,75,37,63,53,80,77,72,82,72,66,58,51,79,70,70,75,84,78,80,75,64,63,68,59,26,85,63,71,69,50,21,26
79,26000,1,66,46,73,69,80,72,78,41,84,78,36,64,67,49,73,73,65,66,77,76,65,52,82,69,74,49,69,80,67,68,35,74,78,79,84
79,91000,2,83,54,72,79,76,74,81+1,49+5,67,76+1,54,81+2,63,58,66+2,78+1,81,84,74,76,74,65,71,77+5,73,52,74+2,76,73,67,53,73,74,80+1,78+1
79,63000,2,88,72,73,84,43,68,68,74,64,77,75,85,78,74,69,85,85,90,87,77,71,74,78,76+2,64,63,64,45,80,74,69,73,40,40,37
79,55000,1,74,52,69,70,79,74,63,45,74,75,52,67,62,59,72,73,75,74,68,79,69,63,83,73,75,56,72,78,53,65,48,72,79,81,80
79,31000,2,87,61,76,78,72,68,80,61,52,81,58,77,80,49,75,78,86,87,79,82,83,62,54,83,61,59,72,74,73,72,52,67,72,76,80
79,32000,2,65,71,76,81,68,72,65,62,51,83,67,83,69,62,76,81,66,64,75,76,71,83,53,75,72,79,74,78,68,82,81,79,65,71,60
79,16000,1,76,75,75,81,42,58,77,74,51,76,82,80,78,70,69,81,78,75,85,81,85,78,62,80,45,71,64,55,81,76,71,69,32,44,35
79,55000,1,75,65,72,73,78,81,66,56,65,78,56,69,66,65,74,77,74,76,75,72,76,82,84,90,76,75,83,80,58,68,58,63,78,81,81
79,26000,1,78,54,73,74,78,83,69,40,71,78,45,74,62,60,74,76,76+1,79,68,76,66,78,77,83,83,66,85,79,63,72,40,72,79,80,71
79,53000,2,82,80,71,83,43,65,66,81,54,78,80+1,85,68,65,62,82,83+1,81+1,83,79,75,82,59,68,68,78+1,55,39,79-2,75,75,67,39,48,39
79,1000,1,83,72,72,80,43,74,70,74,65,75,68,81,63,65,69,80,85,81,78,79,81,70,72,77,72,71,74,32,80,75,63,76,54,34,33
79,29000,2,51,64,77,78,65,66,65,59,52,84,54,76,67,58,81,83,58,45,75,76,77,74,48,63,68,69,71,69,75,83,55,81,62,68,69
79,26000,1,67,39,59,62,79,77,43,33,81,73,35,57,35,35,68,67,66,67,65,76,64,60,77,70,80,31,79,74,41,54,41,71,79,81,85
79,43000,2,78,45,67,74,78,73,77,34,70-1,73,44,73,60,54,59,76+1,77+1,78,72+2,71+2,78+3,66,75-2,83-2,64-1,45,82,80,53,55,46,70+2,77,79,82
79,48000,2,92,73,71,86,32,63,72,71,53,75,60,87,77,70,60-4,83,94,91,93,75,90,81,73,77,54,73,64,38,74,70,71,72,26,27,28
79,53000,2,67,59,79,84,65,66,74,63,37,85,60,84,74,66,75,82,76,60,89,79,90,45,60,83-1,52,60,80,72,72,80,60,78,71,66,62
79,17000,1,59,76,79,76,67,68,76,67,64,81,73,77,73,80,79,80,62,56,66,74,67,87,56,74,65,87,70,72,72,81,74,76,71,69,46
79,89000,2,70,72,76,81,54,73,65,68,65,82,61,85,68,70,78,84,69-1,70,66,74,58,80,62,67,77,79,74,45,71,79,65,80,54,58,51
79,27000,2,67,80,73,74,40,71,65,80,71,77,70,75,83,78,69,78,65,68,67,78,52,84,50,69,79,81,58,33,78,73,64,65,36,40,38
79,32000,2,65,80,68,75,43,76,67,78,76,75,80,76,68,80,53,79,65,65,64,78,60,85,70,64,82,81,75,34,79,65,81,78,55,30,26
79,28000,1,63,73,79,77,73,72,73,73+1,65,82,58,77,81,78,81,81,65,61,67,74,75,75,57,76+1,73,76,66,73,68,80,69,80,75,75,69
79,68000,2,76,70,76,77,75,75,79+1,73,75,80,61,76,73,53,72,80,79-2,74,75,80,72,69,82,79,72,67,75,76,76,75,54,76,72,77,79
79,35000,2,84,66,75,84,54,62,73,65,45,79,66,84,77,70,72,80,90,79,92,76,90,70,72,78,48,62,72,52,70,75,61,72,56,55,55
79,32000,2,70,78,73,74,66,74,63,77,74,81,82,72,62,44,75,80,71,69,67,78,64,78,72,83,69,77,76,67,80,78,75,78,59,70,61
79,49000,2,72,73,79,80,66,69,74,67,64,82,73,80,79,73,78,83,75,69,79,75,75,76,69,75,67,81,65,68,75,80,71,74,67,65,63
79,35000,2,77,76,69,79,33,63,69,78,77,75,77,79,70,59,55,80,75,78,77,81,68,76,70,66,71,74,38,28,83,69,65,71,36,24,19
79,84000,2,62,49,63,66,79,77,60,50,81,71,40,66,53,33,69,69,58-2,65-2,59,74,62,58,82,68,85,46,68,80,29,56,48,73,77,79,79
79,19000,2,86,55,68,75,77,73,71,57,73,73,38,74,61,40,67,74,85,86,80,74,79,66,90,91,62,44,76,76,66,68,46,73,78,78,78
79,67000,2,72,77,59,76,29,76,48,84,81,69,76,75,49,43,48,79,71,72,72,71,71,75,90,71,78,62,72,22,85,65,75,74,22,27,20
79,61000,2,67,35,51,59,81,75,30,28,78,70,46,54,26,26,60,63,70,65,64,82,58,45,84,67,78,35,75,80,26,46,54,75,82,82,77
79,16000,2,92,64,73,85,35,51,77,60,46,75,64,85,76,56,64,83,91,93,88,80,89,72,58,78,40,61,41,43,78,75,59,77,23,38,31
79,39000,1,85,78,69,80,36,81,74,79,71,72,83,83,75,58,57,79,83,87,75,77,66,81,66,80,81,78,84,29,75,68,63,73,20,50,25
79,56000,1,52,49,47,56,80,73,40,48,82,64,40,54,46,25,58,66,52,52,34,77,48,54,84,55,77,50,82,80,50,22,35,72,78,82,78
79,98000,2,66,77,77,75,70,73,71,76,74,83,74,75,66,69,79,80,62,69,71,77,59,79,74,79,72,76,69,63,78,77,84,84,71,73,69
79,37000,2,81,43,73,74,73,79,86,28,69,75,57,74,54,52,69,76,77,84,66,78,66,66,68,84,78,41,78,70,70,67,54,73,72,78,75
79,48000,2,52,36,51,55,79,80,38,38,83,66-3,33,53,28,32,56,58,51,53,48,74,56,37,90,67,85,29,79,77,34,42,41,68,76,83,77
79,56000,1,56,65,74,67,77,83,66,54,75,79,50+8,64,69+5,78,76,74,53,59-1,58,77,58,79+4,62,86,82,72,88,79,66,73,89,73,78,76,72
79,32000,1,64,62,72,76,75,76,50,53,56,82,54,75,61,68,83,80,65,64,76,73,68,74,73,82,75,69,70,77,62,74,68,74,77,78,71
79,25000,1,90,70,70,84,37,65,71,72,61,68,60,86,68,73,66,80,91,89,89,75,88,68,60,91,53,70,63,38,70,76,67,75,28,37,38
79,94000,2,77,66,72,75,76,74,81,59,69,74,69,76,74,59,68,74,74,79,72,76,73,75,67,87,68,72,75,76,71,64,59,73,76,78,79
79,27000,2,60,50,58,62,78,81,56,46,73,70,33,59,36,39,68,76,64,57,36,75,38,61,79,68,90,50,77,80,44,44,58,71,75,81,75
79,36000,2,71,60,75,74,74,78,62,56,61,83,56,73,70,67,79,76,74,69,73,76,65,68,71,81,75,67,83,81,41,72,68,73,73,75,72
79,36000,2,71,58,68,76,78,81,60,54,60,77,53,74,55,41,74,79,70,72,73,74,81,71,80,78,79,57,91,82,62,67,52,74,78,80,79
79,25000,2,78,76,76,78,41,67,73,77,76,81,74,78,70,66+5,74,81,80,77,72,76,80,76,66,75+5,65,74,61,33,83,77,72+7,75,37,41,34
79,50000,2,74,72,77,81,33,59,76,77,40,80,69,82,75,69,73,80,77,71,80,75,80,64,63,79,52,65,48,46,73,78,81,80,31,29,21
79,55000,1,75,73,75,74,78,83,67,72,80,78,66,72,71,68,77,77,73,77,72,79,74,78,86,92,78,74,84,77,75,77,60,82,78,77,79
79,64000,1,65,74,79,80,62,68,71,74+1,60,85,71,79+1,78,74,76,82+1,70+1,61+1,79,79+2,78,75,61,78,70,77,54,61,73,79,65,81,66,64-3,51
79,46000,2,69,59,67,67,81,80,52,49,85,78,49,67,42,53,75,73,65,72,53,79,50,78,76,77,82,66,81,83,63,65,50,74,80,79,82
79,110000,2,75,70,73,74,77,77,74,61,69,77,72,73,76,76,69,79,73,76,70,79,65,85,74,82,76,74,75,81,75,64,67,69,78,77,78
79,20000,2,77,78,77,81,36,62,79,75,48,76,74,82,86,74,76+4,82,80-2,75,82,76+1,70,82,53,72,58,83,63,37,75,76,70,73,34,36,30
79,41000,2,69,75,79,80,39,61,74,74,57,81,71,80,79,77,77,81,70,69,78,76,73,77,66,62,57,76,69,32,75,80,73,77,30,45,39
79,28000,1,72,58,65,63,80,76,60,46,73,68,49,60,45,36,76,66,68,76,65,78,61,72,67,72,78,77,78,84,61,71,42,74,79,82,76
79,50000,1,60,39,75,76,74,77,71,26,57,82,48,73,65,62,79,77,68,53,88,76,85,64,79,93,67,30,82,79,67,70,58,74,74,77,73
79,35000,1,73,30,55,58,78,79,51,22,76,69,31,48,47,45,57,67-1,72,73,68,76,72,48,92,78,74,26,89,79,45,39,36,67,76-1,80,82
79,1000,1,81,73,60,78,33,78,45,74,83,67,75,80,66,54,44,81,80,81,64,80,61,79,92,68,83,64,76,29,78,75,75,72,36,19,24
79,26000,2,73,56,63,61,78,78,51,42,73,71,37,53,72,51,81,68,71,74,67,75,64,81,90,71,78,74,84,81,48,46,39,69,75,80,83
79,31000,1,43,58,72,69,76,83,58,48,73,80,49,69,59,60,83,73,54,34,60,79,57,73,35,86,85,66,84,76,56,69,59,76,74,80,71
79,17000,1,68,68,68,73,81,84,46,63,68,78,53,74,45,60,76,76,67,69,60,78,61,76,74,94,78,78,88,83,75,73,57,73,82,83,76
79,18000,1,83,75,59,75,48,80,52,78,77,68,73,75,69,40,54,77,79,86,71,78,65,77,78,76,78,68,90,40,82,58,68,79,50,45,35
79,34000,3,69,76,66,71,32,73,58,80,92,72,76,72,64,44,55,74,67,70,65,76,52,78,76,57,82,66,70,31,78,76,79,84,25,25,19
79,41000,2,80,81,65,69,34,77,68,82,72,66,77,69,60,70,60,69,81,79,72,81,48,85,66,69,79,74,85,33,85,64,79,71,29,29,26
79,28000,2,48,55,78,76,74,69,73,52,52,82,58,74,62,70,82,80,53,43,71-1,81,75,68,78,72,67,44,67,87,58,80,62,84,72,75,74
79,21000,2,86,68,75,81,61,52,82+2,64+2,55,75,75,80,82,46,73,80,88,85,87,78+3,87,75,65,76,35,70,63,69,77+2,73,56,70,62,58,59
79,55000,3,82,79,70,80,36,76,72,77,71,71,67,82,77,50,66,79,83,82,77,71,74,85,82,84,78,82,58,34,77,74,70,75,39,28,21
79,1000,2,84,77,78,77,35,75,80,77,58,77,69,78,80,75,73,79,84,84,75,77,66,81,76,69,78,75,73,39,75,80,79,80,17,43,29
79,34000,3,66,79,73,85,43,60,69,84,77,78,78,87,75,62,68,85,67,65,76,82,76,76,76,64,67,67,35,32,83,76,84,81,55,33,27
79,22000,3,84,79,78,83,40,71,77,80,57,80,77,82,83,79,65,83,85,83,87,81,85,79,82,68,71,78,73,31,82,83,69,78,40,40,37
79,37000,2,78,56,61,52,79,77,44,46,78,73,65,44,45,67,75,59,76,79-2,61,76,55,74,77,68,80,63,79,75+1,31,49,54,78,78,83,78
79,38000,3,73,73,76,83,31,61,70,70,46,78,72,86,76,73,74,80,77,69,82,70,79,75,74,51,65,75,61,36,72,79,85,77,31,27,21
79,31000,1,61,80,59,81,35,69,51,80,79,68,84,79,78,53,52,82,64,59,92,80,69,83,93,63,71,78,66,18,83,55,61,78,35,35,27
79,105000,3,89,73,71,80,39,62,72,74,58,72,71,81,76,74,61,78,89,89,79,77,77,76,65,69,56,65,65,35,77,72,74,76,37,39,36
79,30000,2,56,37,57,58,81,72,60,23,76,66,52,54,47,35,68,62,58,55,60,79,56,63,79,63,75,41,76,84,30,36,31,74,78,83,80
79,53000,2,77,53,71,76,77,73,82,50,68-1,76,43,77,74,66,70,78,78,76,73,76,69,59,70,78,70,54,73,77,63,51,52,76,76,81,80
79,64000,2,55,64,76,75,79,81,68,62,77,80,60,75,75,58,79,79,57,54,63,79,71,74,75,92,77,60,80,80,70,77,60,80,80,80,77
79,32000,3,37,69,82,77,75,68,79,61,64,83,80,76,82,80,84,81,40,34,74,82,73,83,71,60,71,77,68,80,67,82,39,84,75,75,77
79,12000,3,75,63,73,79,74,73,78,61,65,77,63,80,78,51,69,78,77,74,75,78,76,69,79,79,66,64,81,79,68,69,54,81,68,77,82
79,1000,2,58,72,67,68,79,87,58,70,86,75,53,68,54,32,72,74,55,61,53,77,55,81,56,93,86,72,89,82,75,71,66,76,73,79,80
79,120000,3,45,72,71,71,75,86,61,73,93,81,68,72,64,46,66,82,41,48,44,80,49,75,64,75,91,65,94,73,84,73,64,76,72,77,60
79,92000,2,58,60,72,74,77,77,65,58,71,79,56,72,68,63,76,80,58,58,70,76,69,71,68,81,75,56,81,82,65,69,56,79,75,78,77
79,90000,3,73,78,64,75,31,59,64,84,79,65,74,73,67,52,56,77,77,69,75,82,79,75,83,66,53,66,59,26,86,70,74,79,21,29,25
79,29000,3,84,78,73,82,29,64,72,78,60,76,76,83,80,78,58,83,85,84,81,78,80,80,50,78,60,76,60,24,83,78,78,78,31,20,26
79,28000,2,63,76,79,69,74,80,79,75,70,81,74,67,75,79,77,72,67,60,64,78,67,79,68,92,75,74,79,76,82,80,81,77,76,74,70
79,20000,3,61,55,64,53,78,76,54,55,82,76,37,42,52,69,69,71,56,65,40,73,58,78,70,76,77,41,75,75,31,49,61,69,78,79,77
79,35000,2,60,79,59,66,45,74,58,85,82,65,83,64,57,45,49,70,57,62,64,84,57,79,66,81,76,65,60,39,86,61,79,82,46,44,21
79,19000,1,75,61,66,63,79,80,68,60,76,71,66,57,68,54,65,70,75,75,66,72,60,68,76,77,82,58,81,80,63,60,49,73,77,80,78
79,35000,2,86,72,75,81,47,55,78,76,71,76,72,81,81,58,70,80,89,83,84,75,91,63,76,62,50,72,55,51,81,77,64,68,52,35,38
79,34000,2,85,71,77,85,44,51,80,66,44,76,75,85,85,75,74,80,89,82,93,80,94,80,71,63,43,76,53,41,76,76,56,79,48,43,40
79,57000,2,62,61,69,69,79,83,62,54,70,78,41,68,65,53,76,72,61,62,71,77,57,76,74,89,80,68,84,82,59,62,54,76,78,80,81
79,75000,3,60,74,79,78,71,65,78,67,61,81,75,80,79,75,80,80,64,57,70,76,68,83,53,69,59,80,79,80,73,78,85,81,60,78,73
79,65000,3,86,72,73,83,34,63,78,68,60,74,68,85,62,68,67,82,83,89,86,78,76,79,72,72,58,74,62,31,77,75,62,63,30,32,31
79,57000,1,83,64,75,77,71,77,83,54,59,76,58,75,82,56,75,82,87,79,74,77,73,84,70,92,70,68,76,72,74,69,61,70,71,72,81
79,60000,3,70,76,64,74,42,73,60,83,78,72,75,73,64,54,48,78,67,73,69,78,58,76,68,71,77,60,68,42,87,66,70,78,46,32,28
79,110000,2,63,67,76,76,72,71,64,60,61,80,69,76,72,69,83,79,63,63,67,78,76,77,54,77,69,73,74,75,74,79,53,78,69,77,75
79,62000,2,77,68,78,82,78,77,78,55,68,81,76,82,72,68,79,81,77,77,85,78,83,84,78,76,75,78,82,78,78,76,64,76,80,78,80
79,0,2,87,61,73,73,75,75,73,61,69,79,57,72,49,46,75,72,84,90,80,75,76,67,85,93,68,57,65,71,77,72,41,73,76,76,80
79,30000,3,91,76,73,82,43,71,63,77,54,80,78,80,73,49,70,81,93,90,90,82,83,72,82,83,72,75,52,67,80,79,74,84,30,35,43
79,44000,2,70,63,70,73,79,84,63,55,75,76,44,71,68,61,73,78,68,71,69,75,66,77,65,92,83,71,83,80,66,67,63,74,79,81,76
79,39000,2,55,31,51,59,82,74,47,20,85,57,45,58,40,42,49,63,54,55,45,78,48,52,61,63,79,22,76,79,41,51,50,71,81,84,79
79,60000,2,81,60,74,78,75,78,77,53,64,77,59,78,77,51,70,78,84,78,79,80,83,72,82,82,73,62,85,79,77,72,58,76,73,77,77
79,27000,2,85,62,72,76,72,79,77,59,59,75,57,75,77,53,69,78,79,89,76,80,74,73,78,93,73,56,77,76,78,66,55,75,69,76,75
79,28000,2,60,73,80,78,40,53,79,77,38,84,63,79,81,76,70,80,64,57,69,79,69,61,36,48,56,78,55,46,81,82,66,65,60,23,16
79,21000,3,57,56,79,75,78,75,80,46,70,81,62,72,84,62,82,79,62,53,72,84,75,68,71,83,74,62,70,82,66,76,56,81,77,80,76
79,37000,2,69,73,74,76,78,88,68,65,77,78,68,77,66,69,78,77,69,69,72,80,54,85,90,87,90,78,86,79,75,74,71,78,77,79,78
79,61000,1,78,74,79,79,58,72,82,70,64,78,72,81,79,77,75,79,79+1,77,76,77,76,84,78,78,70,74,66,58,74,79,70,79,58,59,49
79,28000,2,74,74,77,80,40,46,75,77,69,78,61,82,80,79,74,80,77,71,79,74,66,64,66,54,37,80,54,31,74,76,75,69,43,37,25
